title,author,summary,published
"From English-Centric to Effective Bilingual: LLMs with Custom Tokenizers
  for Underrepresented Languages","Artur Kiulian, Anton Polishko, Mykola Khandoga, Yevhen Kostiuk, Guillermo Gabrielli, Łukasz Gagała, Fadi Zaraket, Qusai Abu Obaida, Hrishikesh Garud, Wendy Wing Yee Mak, Dmytro Chaplynskyi, Selma Belhadj Amor, Grigol Peradze","  In this paper, we propose a model-agnostic cost-effective approach to
developing bilingual base large language models (LLMs) to support English and
any target language. The method includes vocabulary expansion, initialization
of new embeddings, model training and evaluation. We performed our experiments
with three languages, each using a non-Latin script - Ukrainian, Arabic, and
Georgian.
  Our approach demonstrates improved language performance while reducing
computational costs. It mitigates the disproportionate penalization of
underrepresented languages, promoting fairness and minimizing adverse phenomena
such as code-switching and broken grammar. Additionally, we introduce new
metrics to evaluate language quality, revealing that vocabulary size
significantly impacts the quality of generated text.
",2024-10-24T15:20:54Z
Diffusion for Multi-Embodiment Grasping,"Roman Freiberg, Alexander Qualmann, Ngo Anh Vien, Gerhard Neumann","  Grasping is a fundamental skill in robotics with diverse applications across
medical, industrial, and domestic domains. However, current approaches for
predicting valid grasps are often tailored to specific grippers, limiting their
applicability when gripper designs change. To address this limitation, we
explore the transfer of grasping strategies between various gripper designs,
enabling the use of data from diverse sources. In this work, we present an
approach based on equivariant diffusion that facilitates gripper-agnostic
encoding of scenes containing graspable objects and gripper-aware decoding of
grasp poses by integrating gripper geometry into the model. We also develop a
dataset generation framework that produces cluttered scenes with variable-sized
object heaps, improving the training of grasp synthesis methods. Experimental
evaluation on diverse object datasets demonstrates the generalizability of our
approach across gripper architectures, ranging from simple parallel-jaw
grippers to humanoid hands, outperforming both single-gripper and multi-gripper
state-of-the-art methods.
",2024-10-24T15:20:16Z
"Highly efficient non-rigid registration in k-space with application to
  cardiac Magnetic Resonance Imaging","Aya Ghoul, Kerstin Hammernik, Andreas Lingg, Patrick Krumm, Daniel Rueckert, Sergios Gatidis, Thomas Küstner","  In Magnetic Resonance Imaging (MRI), high temporal-resolved motion can be
useful for image acquisition and reconstruction, MR-guided radiotherapy,
dynamic contrast-enhancement, flow and perfusion imaging, and functional
assessment of motion patterns in cardiovascular, abdominal, peristaltic, fetal,
or musculoskeletal imaging. Conventionally, these motion estimates are derived
through image-based registration, a particularly challenging task for complex
motion patterns and high dynamic resolution. The accelerated scans in such
applications result in imaging artifacts that compromise the motion estimation.
In this work, we propose a novel self-supervised deep learning-based framework,
dubbed the Local-All Pass Attention Network (LAPANet), for non-rigid motion
estimation directly from the acquired accelerated Fourier space, i.e. k-space.
The proposed approach models non-rigid motion as the cumulative sum of local
translational displacements, following the Local All-Pass (LAP) registration
technique. LAPANet was evaluated on cardiac motion estimation across various
sampling trajectories and acceleration rates. Our results demonstrate superior
accuracy compared to prior conventional and deep learning-based registration
methods, accommodating as few as 2 lines/frame in a Cartesian trajectory and 3
spokes/frame in a non-Cartesian trajectory. The achieved high temporal
resolution (less than 5 ms) for non-rigid motion opens new avenues for motion
detection, tracking and correction in dynamic and real-time MRI applications.
",2024-10-24T15:19:59Z
"MazeNet: An Accurate, Fast, and Scalable Deep Learning Solution for
  Steiner Minimum Trees","Gabriel Díaz Ramos, Toros Arikan, Richard G. Baraniuk","  The Obstacle Avoiding Rectilinear Steiner Minimum Tree (OARSMT) problem,
which seeks the shortest interconnection of a given number of terminals in a
rectilinear plane while avoiding obstacles, is a critical task in integrated
circuit design, network optimization, and robot path planning. Since OARSMT is
NP-hard, exact algorithms scale poorly with the number of terminals, leading
practical solvers to sacrifice accuracy for large problems. We propose MazeNet,
a deep learning-based method that learns to solve the OARSMT from data. MazeNet
reframes OARSMT as a maze-solving task that can be addressed with a recurrent
convolutional neural network (RCNN). A key hallmark of MazeNet is its
scalability: we only need to train the RCNN blocks on mazes with a small number
of terminals; larger mazes can be solved by replicating the same pre-trained
blocks to create a larger network. Across a wide range of experiments, MazeNet
achieves perfect OARSMT-solving accuracy, significantly reduces runtime
compared to classical exact algorithms, and can handle more terminals than
state-of-the-art approximate algorithms.
",2024-10-24T15:19:48Z
"Multi-Scale Diffusion: Enhancing Spatial Layout in High-Resolution
  Panoramic Image Generation","Xiaoyu Zhang, Teng Zhou, Xinlong Zhang, Jia Wei, Yongchuan Tang","  Diffusion models have recently gained recognition for generating diverse and
high-quality content, especially in the domain of image synthesis. These models
excel not only in creating fixed-size images but also in producing panoramic
images. However, existing methods often struggle with spatial layout
consistency when producing high-resolution panoramas, due to the lack of
guidance of the global image layout. In this paper, we introduce the
Multi-Scale Diffusion (MSD) framework, a plug-and-play module that extends the
existing panoramic image generation framework to multiple resolution levels. By
utilizing gradient descent techniques, our method effectively incorporates
structural information from low-resolution images into high-resolution outputs.
A comprehensive evaluation of the proposed method was conducted, comparing it
with the prior works in qualitative and quantitative dimensions. The evaluation
results demonstrate that our method significantly outperforms others in
generating coherent high-resolution panoramas.
",2024-10-24T15:18:51Z
"A generic approach for reactive stateful mitigation of application
  failures in distributed robotics systems deployed with Kubernetes","Florian Mirus, Frederik Pasch, Nikhil Singhal, Kay-Ulrich Scholl","  Offloading computationally expensive algorithms to the edge or even cloud
offers an attractive option to tackle limitations regarding on-board
computational and energy resources of robotic systems. In cloud-native
applications deployed with the container management system Kubernetes (K8s),
one key problem is ensuring resilience against various types of failures.
However, complex robotic systems interacting with the physical world pose a
very specific set of challenges and requirements that are not yet covered by
failure mitigation approaches from the cloud-native domain. In this paper, we
therefore propose a novel approach for robotic system monitoring and stateful,
reactive failure mitigation for distributed robotic systems deployed using
Kubernetes (K8s) and the Robot Operating System (ROS2). By employing the
generic substrate of Behaviour Trees, our approach can be applied to any
robotic workload and supports arbitrarily complex monitoring and failure
mitigation strategies. We demonstrate the effectiveness and
application-agnosticism of our approach on two example applications, namely
Autonomous Mobile Robot (AMR) navigation and robotic manipulation in a
simulated environment.
",2024-10-24T15:17:09Z
PSY: Posterior Sampling Based Privacy Enhancer in Large Language Models,"Yulian Sun, Li Duan, Yong Li","  Privacy vulnerabilities in LLMs, such as leakage from memorization, have been
constantly identified, and various mitigation proposals have been proposed.
LoRA is usually used in fine-tuning LLMs and a good entry point to insert
privacy-enhancing modules. In this ongoing research, we introduce PSY, a
Posterior Sampling based PrivacY enhancer that can be used in LoRA. We propose
a simple yet effective realization of PSY using posterior sampling, which
effectively prevents privacy leakage from intermediate information and, in
turn, preserves the privacy of data owners. We evaluate LoRA extended with PSY
against state-of-the-art membership inference and data extraction attacks. The
experiments are executed on three different LLM architectures fine-tuned on
three datasets with LoRA. In contrast to the commonly used differential privacy
method, we find that our proposed modification consistently reduces the attack
success rate. Meanwhile, our method has almost no negative impact on model
fine-tuning or final performance. Most importantly, PSY reveals a promising
path toward privacy enhancement with latent space extensions.
",2024-10-24T15:15:42Z
Towards Visual Text Design Transfer Across Languages,"Yejin Choi, Jiwan Chung, Sumin Shim, Giyeong Oh, Youngjae Yu","  Visual text design plays a critical role in conveying themes, emotions, and
atmospheres in multimodal formats such as film posters and album covers.
Translating these visual and textual elements across languages extends the
concept of translation beyond mere text, requiring the adaptation of aesthetic
and stylistic features. To address this, we introduce a novel task of
Multimodal Style Translation (MuST-Bench), a benchmark designed to evaluate the
ability of visual text generation models to perform translation across
different writing systems while preserving design intent. Our initial
experiments on MuST-Bench reveal that existing visual text generation models
struggle with the proposed task due to the inadequacy of textual descriptions
in conveying visual design. In response, we introduce SIGIL, a framework for
multimodal style translation that eliminates the need for style descriptions.
SIGIL enhances image generation models through three innovations: glyph latent
for multilingual settings, pretrained VAEs for stable style guidance, and an
OCR model with reinforcement learning feedback for optimizing readable
character generation. SIGIL outperforms existing baselines by achieving
superior style consistency and legibility while maintaining visual fidelity,
setting itself apart from traditional description-based approaches. We release
MuST-Bench publicly for broader use and exploration
https://huggingface.co/datasets/yejinc/MuST-Bench.
",2024-10-24T15:15:01Z
"Binocular-Guided 3D Gaussian Splatting with View Consistency for Sparse
  View Synthesis","Liang Han, Junsheng Zhou, Yu-Shen Liu, Zhizhong Han","  Novel view synthesis from sparse inputs is a vital yet challenging task in 3D
computer vision. Previous methods explore 3D Gaussian Splatting with neural
priors (e.g. depth priors) as an additional supervision, demonstrating
promising quality and efficiency compared to the NeRF based methods. However,
the neural priors from 2D pretrained models are often noisy and blurry, which
struggle to precisely guide the learning of radiance fields. In this paper, We
propose a novel method for synthesizing novel views from sparse views with
Gaussian Splatting that does not require external prior as supervision. Our key
idea lies in exploring the self-supervisions inherent in the binocular stereo
consistency between each pair of binocular images constructed with
disparity-guided image warping. To this end, we additionally introduce a
Gaussian opacity constraint which regularizes the Gaussian locations and avoids
Gaussian redundancy for improving the robustness and efficiency of inferring 3D
Gaussians from sparse views. Extensive experiments on the LLFF, DTU, and
Blender datasets demonstrate that our method significantly outperforms the
state-of-the-art methods.
",2024-10-24T15:10:27Z
"Deterministic $(2/3-\varepsilon)$-Approximation of Matroid Intersection
  using Nearly-Linear Independence-Oracle Queries",Tatsuya Terao,"  In the matroid intersection problem, we are given two matroids $\mathcal{M}_1
= (V, \mathcal{I}_1)$ and $\mathcal{M}_2 = (V, \mathcal{I}_2)$ defined on the
same ground set $V$ of $n$ elements, and the objective is to find a common
independent set $S \in \mathcal{I}_1 \cap \mathcal{I}_2$ of largest possible
cardinality, denoted by $r$. In this paper, we consider a deterministic matroid
intersection algorithm with only a nearly linear number of independence oracle
queries. Our contribution is to present a deterministic
$O(\frac{n}{\varepsilon} + r \log r)$-independence-query
$(2/3-\varepsilon)$-approximation algorithm for any $\varepsilon > 0$. Our idea
is very simple: we apply a recent $\tilde{O}(n
\sqrt{r}/\varepsilon)$-independence-query $(1 - \varepsilon)$-approximation
algorithm of Blikstad [ICALP 2021], but terminate it before completion.
Moreover, we also present a semi-streaming algorithm for $(2/3
-\varepsilon)$-approximation of matroid intersection in $O(1/\varepsilon)$
passes.
",2024-10-24T15:08:38Z
"From Imitation to Introspection: Probing Self-Consciousness in Language
  Models","Sirui Chen, Shu Yu, Shengjie Zhao, Chaochao Lu","  Self-consciousness, the introspection of one's existence and thoughts,
represents a high-level cognitive process. As language models advance at an
unprecedented pace, a critical question arises: Are these models becoming
self-conscious? Drawing upon insights from psychological and neural science,
this work presents a practical definition of self-consciousness for language
models and refines ten core concepts. Our work pioneers an investigation into
self-consciousness in language models by, for the first time, leveraging causal
structural games to establish the functional definitions of the ten core
concepts. Based on our definitions, we conduct a comprehensive four-stage
experiment: quantification (evaluation of ten leading models), representation
(visualization of self-consciousness within the models), manipulation
(modification of the models' representation), and acquisition (fine-tuning the
models on core concepts). Our findings indicate that although models are in the
early stages of developing self-consciousness, there is a discernible
representation of certain concepts within their internal mechanisms. However,
these representations of self-consciousness are hard to manipulate positively
at the current stage, yet they can be acquired through targeted fine-tuning.
Our datasets and code are at https://github.com/OpenCausaLab/SelfConsciousness.
",2024-10-24T15:08:17Z
"TangibleChannel: An Innovative Data Physicalization System for Visual
  Channel Education","Siqi Xie, Yu Liu, Lingyun Yu","  In this paper, we provide an overview of our attempts to harness data
physicalizations as pedagogical tools for enhancing the understanding of visual
channels. We first elaborate the research goals that we have crafted for the
physicalization prototype, shedding light on the key principles that guided our
design choices. Then we detail the materials and datasets we employed for nine
channels on our physicalization prototype. A preliminary pilot study is
followed to validate its effectiveness. In the end, we present our upcoming
research initiatives, including a comparative study for assessing the usability
of the physicalization system. In general, the main purpose of our work is to
stimulate a wider engagement among visualization educators and researchers,
encouraging them to delve into the potentialities of data physicalization as an
innovative addition to contemporary teaching methodologies.
",2024-10-24T14:57:46Z
"Learning Global Object-Centric Representations via Disentangled Slot
  Attention","Tonglin Chen, Yinxuan Huang, Zhimeng Shen, Jinghao Huang, Bin Li, Xiangyang Xue","  Humans can discern scene-independent features of objects across various
environments, allowing them to swiftly identify objects amidst changing factors
such as lighting, perspective, size, and position and imagine the complete
images of the same object in diverse settings. Existing object-centric learning
methods only extract scene-dependent object-centric representations, lacking
the ability to identify the same object across scenes as humans. Moreover, some
existing methods discard the individual object generation capabilities to
handle complex scenes. This paper introduces a novel object-centric learning
method to empower AI systems with human-like capabilities to identify objects
across scenes and generate diverse scenes containing specific objects by
learning a set of global object-centric representations. To learn the global
object-centric representations that encapsulate globally invariant attributes
of objects (i.e., the complete appearance and shape), this paper designs a
Disentangled Slot Attention module to convert the scene features into
scene-dependent attributes (such as scale, position and orientation) and
scene-independent representations (i.e., appearance and shape). Experimental
results substantiate the efficacy of the proposed method, demonstrating
remarkable proficiency in global object-centric representation learning, object
identification, scene generation with specific objects and scene decomposition.
",2024-10-24T14:57:00Z
"Delving into the Reversal Curse: How Far Can Large Language Models
  Generalize?","Zhengkai Lin, Zhihang Fu, Kai Liu, Liang Xie, Binbin Lin, Wenxiao Wang, Deng Cai, Yue Wu, Jieping Ye","  While large language models (LLMs) showcase unprecedented capabilities, they
also exhibit certain inherent limitations when facing seemingly trivial tasks.
A prime example is the recently debated ""reversal curse"", which surfaces when
models, having been trained on the fact ""A is B"", struggle to generalize this
knowledge to infer that ""B is A"". In this paper, we examine the manifestation
of the reversal curse across various tasks and delve into both the
generalization abilities and the problem-solving mechanisms of LLMs. This
investigation leads to a series of significant insights: (1) LLMs are able to
generalize to ""B is A"" when both A and B are presented in the context as in the
case of a multiple-choice question. (2) This generalization ability is highly
correlated to the structure of the fact ""A is B"" in the training documents. For
example, this generalization only applies to biographies structured in ""[Name]
is [Description]"" but not to ""[Description] is [Name]"". (3) We propose and
verify the hypothesis that LLMs possess an inherent bias in fact recalling
during knowledge application, which explains and underscores the importance of
the document structure to successful learning. (4) The negative impact of this
bias on the downstream performance of LLMs can hardly be mitigated through
training alone. Based on these intriguing findings, our work not only presents
a novel perspective for interpreting LLMs' generalization abilities from their
intrinsic working mechanism but also provides new insights for the development
of more effective learning methods for LLMs.
",2024-10-24T14:55:09Z
A Combinatorial Approach to Neural Emergent Communication,Zheyuan Zhang,"  Substantial research on deep learning-based emergent communication uses the
referential game framework, specifically the Lewis signaling game, however we
argue that successful communication in this game typically only need one or two
effective symbols (i.e. message length) because of a sampling pitfall in the
training data. To address this issue, we provide a theoretical analysis and
introduce a combinatorial algorithm SolveMinSym (SMS) to determine the minimum
number of symbols for successful communication min(|M|) in the Lewis signaling
game. We use SMS algorithm to create datasets with different min(|M|) to
empirically show that higher min(|M|) for the training data increases the
number of effective symbols in the emergent language.
",2024-10-24T14:54:09Z
Fast constrained sampling in pre-trained diffusion models,"Alexandros Graikos, Nebojsa Jojic, Dimitris Samaras","  Diffusion models have dominated the field of large, generative image models,
with the prime examples of Stable Diffusion and DALL-E 3 being widely adopted.
These models have been trained to perform text-conditioned generation on vast
numbers of image-caption pairs and as a byproduct, have acquired general
knowledge about natural image statistics. However, when confronted with the
task of constrained sampling, e.g. generating the right half of an image
conditioned on the known left half, applying these models is a delicate and
slow process, with previously proposed algorithms relying on expensive
iterative operations that are usually orders of magnitude slower than
text-based inference. This is counter-intuitive, as image-conditioned
generation should rely less on the difficult-to-learn semantic knowledge that
links captions and imagery, and should instead be achievable by lower-level
correlations among image pixels. In practice, inverse models are trained or
tuned separately for each inverse problem, e.g. by providing parts of images
during training as an additional condition, to allow their application in
realistic settings. However, we argue that this is not necessary and propose an
algorithm for fast-constrained sampling in large pre-trained diffusion models
(Stable Diffusion) that requires no expensive backpropagation operations
through the model and produces results comparable even to the state-of-the-art
\emph{tuned} models. Our method is based on a novel optimization perspective to
sampling under constraints and employs a numerical approximation to the
expensive gradients, previously computed using backpropagation, incurring
significant speed-ups.
",2024-10-24T14:52:38Z
Language-Agnostic Modeling of Source Reliability on Wikipedia,"Jacopo D'Ignazi, Andreas Kaltenbrunner, Yelena Mejova, Michele Tizzani, Kyriaki Kalimeri, Mariano Beiró, Pablo Aragón","  Over the last few years, content verification through reliable sources has
become a fundamental need to combat disinformation. Here, we present a
language-agnostic model designed to assess the reliability of sources across
multiple language editions of Wikipedia. Utilizing editorial activity data, the
model evaluates source reliability within different articles of varying
controversiality such as Climate Change, COVID-19, History, Media, and Biology
topics. Crafting features that express domain usage across articles, the model
effectively predicts source reliability, achieving an F1 Macro score of
approximately 0.80 for English and other high-resource languages. For
mid-resource languages, we achieve 0.65 while the performance of low-resource
languages varies; in all cases, the time the domain remains present in the
articles (which we dub as permanence) is one of the most predictive features.
We highlight the challenge of maintaining consistent model performance across
languages of varying resource levels and demonstrate that adapting models from
higher-resource languages can improve performance. This work contributes not
only to Wikipedia's efforts in ensuring content verifiability but in ensuring
reliability across diverse user-generated content in various language
communities.
",2024-10-24T14:52:21Z
"PointPatchRL -- Masked Reconstruction Improves Reinforcement Learning on
  Point Clouds","Balázs Gyenes, Nikolai Franke, Philipp Becker, Gerhard Neumann","  Perceiving the environment via cameras is crucial for Reinforcement Learning
(RL) in robotics. While images are a convenient form of representation, they
often complicate extracting important geometric details, especially with
varying geometries or deformable objects. In contrast, point clouds naturally
represent this geometry and easily integrate color and positional data from
multiple camera views. However, while deep learning on point clouds has seen
many recent successes, RL on point clouds is under-researched, with only the
simplest encoder architecture considered in the literature. We introduce
PointPatchRL (PPRL), a method for RL on point clouds that builds on the common
paradigm of dividing point clouds into overlapping patches, tokenizing them,
and processing the tokens with transformers. PPRL provides significant
improvements compared with other point-cloud processing architectures
previously used for RL. We then complement PPRL with masked reconstruction for
representation learning and show that our method outperforms strong model-free
and model-based baselines on image observations in complex manipulation tasks
containing deformable objects and variations in target object geometry. Videos
and code are available at https://alrhub.github.io/pprl-website
",2024-10-24T14:51:09Z
Arbitrary-arity Tree Automata and QCTL,"François Laroussinie, Nicolas Markey","  We introduce a new class of automata (which we coin EU-automata) running on
infininte trees of arbitrary (finite) arity. We develop and study several
algorithms to perform classical operations (union, intersection, complement,
projection, alternation removal) for those automata, and precisely characterise
their complexities. We also develop algorithms for solving membership and
emptiness for the languages of trees accepted by EU-automata.
  We then use EU-automata to obtain several algorithmic and expressiveness
results for the temporal logic QCTL (which extends CTL with quantification over
atomic propositions) and for MSO. On the one hand, we obtain decision
procedures with optimal complexity for QCTL satisfiability and model checking;
on the other hand, we obtain an algorithm for translating any QCTL formula with
k quantifier alternations to formulas with at most one quantifier alternation,
at the expense of a $(k + 1)$-exponential blow-up in the size of the formulas.
Using the same techniques, we prove that any MSO formula can be translated into
a formula with at most four quantifier alternations (and only two
second-order-quantifier alternations), again with a $(k + 1)$-exponential
blow-up in the size of the formula.
",2024-10-24T14:51:00Z
Distill Visual Chart Reasoning Ability from LLMs to MLLMs,"Wei He, Zhiheng Xi, Wanxu Zhao, Xiaoran Fan, Yiwen Ding, Zifei Shan, Tao Gui, Qi Zhang, Xuanjing Huang","  Solving complex chart Q&A tasks requires advanced visual reasoning abilities
in multimodal large language models (MLLMs). Recent studies highlight that
these abilities consist of two main parts: recognizing key information from
visual inputs and conducting reasoning over it. Thus, a promising approach to
enhance MLLMs is to construct relevant training data focusing on the two
aspects. However, collecting and annotating complex charts and questions is
costly and time-consuming, and ensuring the quality of annotated answers
remains a challenge. In this paper, we propose Code-as-Intermediary Translation
(CIT), a cost-effective, efficient and easily scalable data synthesis method
for distilling visual reasoning abilities from LLMs to MLLMs. The code serves
as an intermediary that translates visual chart representations into textual
representations, enabling LLMs to understand cross-modal information.
Specifically, we employ text-based synthesizing techniques to construct
chart-plotting code and produce ReachQA, a dataset containing 3k
reasoning-intensive charts and 20k Q&A pairs to enhance both recognition and
reasoning abilities. Experiments show that when fine-tuned with our data,
models not only perform well on chart-related benchmarks, but also demonstrate
improved multimodal reasoning abilities on general mathematical benchmarks like
MathVista. The code and dataset are publicly available at
https://github.com/hewei2001/ReachQA.
",2024-10-24T14:50:42Z
